Time [min] or Date,Flow Discharge (m3/s)_1,Flow Discharge (m3/s)_2,Flow Discharge (m3/s)_3,Flow Discharge (m3/s)_4,Flow Discharge (m3/s)_5,Flow Discharge (m3/s)_6,Flow Discharge (m3/s)_7,Flow Discharge (m3/s)_8,Flow Discharge (m3/s)_9,Flow Discharge (m3/s)_10,Flow Discharge (m3/s)_11,Flow Discharge (m3/s)_12,Flow Discharge (m3/s)_13,WSE (m)_1,WSE (m)_2,WSE (m)_3,WSE (m)_4,WSE (m)_5,WSE (m)_6,WSE (m)_7,WSE (m)_8,WSE (m)_9,WSE (m)_10,WSE (m)_11,WSE (m)_12,WSE (m)_13,Water Depth (m)_1,Water Depth (m)_2,Water Depth (m)_3,Water Depth (m)_4,Water Depth (m)_5,Water Depth (m)_6,Water Depth (m)_7,Water Depth (m)_8,Water Depth (m)_9,Water Depth (m)_10,Water Depth (m)_11,Water Depth (m)_12,Water Depth (m)_13
03-Jul-2025 01:21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 01:26:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 01:31:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 01:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 01:41:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 01:46:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 01:51:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 01:56:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 02:01:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 02:06:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 02:11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 02:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 02:21:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 02:26:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 02:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 02:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 02:41:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 02:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 02:51:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 02:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 03:01:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 03:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 03:11:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 03:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 03:21:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 03:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 03:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 03:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 03:41:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 03:46:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 03:51:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 03:56:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 04:01:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 04:06:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 04:11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 04:16:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 04:21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 04:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 04:31:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 04:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 04:41:00,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 04:46:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 04:51:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 04:56:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 05:01:01,0,0,0,0,0,0,0,0,0,0,0,0,0,554.242797851562,533.092407226562,579.95263671875,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 05:06:01,1.59727566769576e-05,0.000299128725867096,0.000553680898541237,0,0,0,0,0,0,0,0,0,0,554.242807736159,533.092440063403,579.952686716094,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,9.88459669832919e-06,3.28368405823415e-05,4.99973443185085e-05,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 05:11:00,2.36083235818828e-06,4.4269727941803e-05,0.00015706843902625,0,0,0,0,0,0,0,0,0,0,554.242817620501,533.092472899021,579.952736715239,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,1.9768938417038e-05,6.56724584645897e-05,9.99964889068273e-05,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 05:16:01,6.16799850565527e-05,0.0011553749368162,0.002138969302913,0,0,0,0,0,0,0,0,0,0,554.242827505966,533.09250573997,579.952786704973,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,2.96544036376536e-05,9.85134073255548e-05,0.000149986223280704,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 05:21:00,6.15083460990686e-06,0.000115524977928558,0.000409754112846208,0,0,0,0,0,0,0,0,0,0,554.242837390386,533.092538575929,579.952836702739,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,3.95388234058699e-05,0.000131349366517912,0.000199983988548236,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 05:26:00,0.000129681203474862,0.00242998362635242,0.00449988002925625,0,0,0,0,0,0,0,0,0,0,554.242847277143,533.092571422994,579.952886681138,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,4.94255809442891e-05,0.000164196431337438,0.000249962388200958,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 05:31:01,1.12741337861731e-05,0.000212203716226067,0.000752352866919667,0,0,0,0,0,0,0,0,0,0,554.242857161669,533.092604259415,579.952936677033,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,5.93101065460866e-05,0.00019703285292861,0.000299958283401833,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 05:36:01,0.000216596099724063,0.004060371816396,0.00752159841104772,0,0,0,0,0,0,0,0,0,0,554.242867050079,533.092637114303,579.952986640923,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,6.91985161430792e-05,0.000229887740902034,0.000349922173130109,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 05:41:01,1.75559468349735e-05,0.000331305732601696,0.00117402972406491,0,0,0,0,0,0,0,0,0,0,554.242876934735,533.092669951294,579.953036634517,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,7.90831720255931e-05,0.000262724731362708,0.000399915766711694,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 05:46:01,0.000320407677996129,0.0060095839569265,0.011136867033491,0,0,0,0,0,0,0,0,0,0,554.242886825118,533.092702815535,579.953086581042,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,8.89735553002263e-05,0.000295588972140205,0.000449862292380857,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 05:51:01,2.48782293099642e-05,0.00047092397668521,0.00166780837736114,0,0,0,0,0,0,0,0,0,0,554.242896709926,533.092735653191,579.953136571941,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,9.88583637665608e-05,0.000328426628728875,0.000499853190927264,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 05:56:00,0.000439697895872339,0.00825195720873753,0.0152994251847905,0,0,0,0,0,0,0,0,0,0,554.242906602578,533.092768528191,579.953186498469,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0.00010875101562437,0.000361301628629175,0.000549779718496453,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 06:01:01,3.3150995742324e-05,0.000629701978783819,0.00222864930851776,0,0,0,0,0,0,0,0,0,0,554.24291648756,533.092801366605,579.953236486306,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0.000118635997432778,0.000394140042125526,0.000599767556162383,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 06:06:01,0.000439203615957868,0.00824670428308,0.0152957488810475,0,0,0,0,0,0,0,0,0,0,554.242916495909,533.092801406174,579.953236412838,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0.000118644346886402,0.000394179611347259,0.000599694088468497,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 06:11:01,3.30519896801263e-05,0.000629992646380962,0.00222811693433,0,0,0,0,0,0,0,0,0,0,554.242916496598,533.092801409183,579.953236400677,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0.000118645035428596,0.000394182620619756,0.000599681927410406,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 06:16:01,0.00043871033733113,0.0082414581234575,0.0152920737622938,0,0,0,0,0,0,0,0,0,0,554.242916504938,533.092801448727,579.953236327216,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0.000118653375731611,0.000394222164718147,0.000599608466455442,0,0,0,0,0,0,0,0,0,0
03-Jul-2025 06:21:00,3.29529963884258e-05,0.000630283613384533,0.00222758462411891,0,0,0,0,0,0,0,0,0,0,554.242916505627,533.092801451738,579.953236315059,500.779632568359,490.762573242188,478.407897949219,465.254974365234,424.389862060547,364.531005859375,303.310577392578,577.467163085938,577.467163085938,470.854339599609,0.000118654064214605,0.000394225175324134,0.000599596308659126,0,0,0,0,0,0,0,0,0,0
