Drainage area (km2),Rainfall Vol (mm),Runoff Coefficient,Impervious Area (km2),Compactness Coefficient,Circularity index,Equivalent Width (m),Form Factor,Simulation time (minutes),Maximum Flood Depth (m),Maximum Outflow (m^3/s)
27.5,600.000000000576,3.94,0,1.014,0.958,4750-2309.06i,Inf,0.153,0.74,269.4491
